precio_cop,area_m2,habitaciones,banos,estrato,parqueaderos,antiguedad_anos,conjunto_cerrado,tipo_inmueble,dist_aeropuerto_km,dist_centro_km,dist_san_nicolas_km,barrio,fuente
5800000000.0,800.0,5,7,6,10,,no,casa,4.572,6.222,6.21,rionegro,ciencuadras
800000000.0,146.0,4,3,5,1,,no,casa,6.194,2.705,2.784,san antonio,ciencuadras
800000000.0,138.0,3,2,5,1,15,no,casa,5.602,0.015,0.136,liborio mejia,ciencuadras
625000000.0,65.47,2,2,4,1,1,si,apartamento,3.121,2.939,2.881,el porvenir,lonja_propiedad_raiz
285000000.0,60.0,3,2,4,1,,no,apartamento,4.843,1.279,1.155,rionegro,metrocuadrado
680000000.0,90.0,3,2,5,1,1,si,apartamento,3.405,2.3,2.224,el porvenir,ciencuadras
1600000000.0,240.0,3,5,,4,,no,casa_campestre,5.523,0.768,0.836,rionegro,ciencuadras
280000000.0,75.0,2,1,3,,,no,apartamento,5.94,2.845,2.911,san antonio,metrocuadrado
980000000.0,107.0,2,2,4,2,,si,apartamento,5.02,10.552,10.463,rionegro,metrocuadrado
2000000000.0,824.0,5,5,6,1,,no,casa,5.525,2.345,2.4,san antonio,metrocuadrado
1300000000.0,180.0,4,3,3,5,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
550000000.0,110.0,3,3,4,1,,si,casa,5.523,0.768,0.836,rionegro,ciencuadras
288000000.0,55.0,3,2,3,1,6,si,apartamento,4.468,1.428,1.393,el porvenir,lonja_propiedad_raiz
270000000.0,52.0,2,2,4,1,1,no,apartamento,6.647,2.146,2.109,rionegro,ciencuadras
2400000000.0,170.0,4,3,4,,,no,casa,7.403,6.968,7.011,rionegro,lonja_propiedad_raiz
465000000.0,72.0,2,2,4,1,1,no,apartamento,6.158,1.247,1.357,monseñor alfonso uribe jaramillo,ciencuadras
360000000.0,67.7,3,2,4,1,1,no,apartamento,4.602,1.694,1.57,rionegro,metrocuadrado
1450000000.0,220.0,4,3,6,2,,si,casa,3.096,2.807,2.742,el porvenir,ciencuadras
2500000000.0,450.0,3,4,6,2,,si,casa,5.523,0.768,0.836,rionegro,ciencuadras
260000000.0,71.0,3,2,5,1,,si,apartamento,5.102,0.534,0.48,liborio mejia,ciencuadras
395000000.0,68.0,2,2,5,1,1,si,apartamento,6.108,2.98,3.051,san antonio,metrocuadrado
280000000.0,80.0,3,2,5,1,1,si,apartamento,6.683,1.099,1.212,monseñor alfonso uribe jaramillo,ciencuadras
350000000.0,54.0,2,2,4,1,1,si,apartamento,4.095,1.56,1.448,rionegro,ciencuadras
530000000.0,76.7,3,2,5,1,,no,apartamento,7.596,2.004,2.112,monseñor alfonso uribe jaramillo,ciencuadras
350000000.0,49.0,2,2,4,1,,no,apartamento,4.118,1.862,1.821,el porvenir,ciencuadras
280000000.0,54.0,2,2,1,,,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
590000000.0,69.0,2,3,5,1,,si,apartamento,3.33,2.401,2.327,el porvenir,ciencuadras
560000000.0,76.35,2,2,5,1,1,no,apartamento,3.496,2.656,2.609,el porvenir,metrocuadrado
890000000.0,144.0,4,4,,1,,si,casa_campestre,7.858,4.767,4.704,rionegro,metrocuadrado
1050000000.0,214.0,3,3,3,2,,no,casa,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
520000000.0,65.0,3,2,6,1,,no,apartamento,5.914,3.383,3.441,san antonio,ciencuadras
770000000.0,140.0,4,3,4,1,,no,casa,6.469,3.166,3.247,san antonio,ciencuadras
595000000.0,75.0,2,3,5,1,,no,casa,6.017,3.212,3.276,san antonio,ciencuadras
1950000000.0,581.0,4,5,4,3,,no,casa,5.613,6.374,6.384,rionegro,metrocuadrado
265000000.0,56.0,2,2,4,,,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
7400000000.0,2700.0,5,8,,3,,si,casa_campestre,5.37,6.403,6.406,rionegro,lonja_propiedad_raiz
480000000.0,63.0,2,2,5,1,1,si,apartamento,3.301,2.459,2.387,el porvenir,ciencuadras
310000000.0,55.0,2,2,3,,,no,apartamento,4.063,1.676,1.613,el porvenir,metrocuadrado
790000000.0,94.0,3,2,5,1,1,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
2200000000.0,320.0,4,3,5,3,1,si,casa,5.529,6.33,6.339,corregimiento gilberto echeverri mejía,ciencuadras
1870000000.0,168.0,4,3,6,2,,si,casa,5.523,0.768,0.836,rionegro,ciencuadras
220000000.0,57.0,3,2,4,1,1,si,apartamento,5.045,0.843,0.718,liborio mejia,metrocuadrado
400000000.0,66.0,2,2,4,1,,si,apartamento,6.597,3.244,3.328,san antonio,lonja_propiedad_raiz
245000000.0,58.0,3,3,4,1,,si,apartamento,5.045,0.843,0.718,liborio mejia,ciencuadras
346000000.0,68.0,3,2,4,1,,no,apartamento,3.329,2.653,2.596,el porvenir,ciencuadras
197000000.0,56.0,3,2,4,1,,si,apartamento,5.491,0.857,0.764,liborio mejia,ciencuadras
259000000.0,59.0,3,2,4,1,1,no,apartamento,5.491,0.857,0.764,liborio mejia,ciencuadras
325000000.0,66.0,3,2,4,1,,no,apartamento,6.324,2.988,3.067,san antonio,ciencuadras
217000000.0,48.0,2,2,4,1,1,no,apartamento,5.478,0.766,0.672,liborio mejia,ciencuadras
238000000.0,58.0,3,2,4,1,,no,apartamento,5.143,0.983,1.005,el porvenir,ciencuadras
514000000.0,80.0,3,2,4,2,1,si,apartamento,6.394,2.925,3.008,san antonio,ciencuadras
370000000.0,75.0,3,2,5,1,,si,apartamento,5.23,0.748,0.77,el porvenir,lonja_propiedad_raiz
315000000.0,64.0,2,2,5,1,,no,apartamento,6.325,1.368,1.483,monseñor alfonso uribe jaramillo,ciencuadras
220000000.0,56.0,3,2,4,1,,si,apartamento,5.045,0.843,0.718,liborio mejia,ciencuadras
750000000.0,60.0,2,2,6,1,2,no,apartamento,6.342,3.14,3.217,san antonio,ciencuadras
380000000.0,57.0,2,2,4,1,,no,apartamento,6.282,1.358,1.471,monseñor alfonso uribe jaramillo,metrocuadrado
270000000.0,68.0,3,2,4,1,,no,apartamento,6.286,2.781,2.863,san antonio,ciencuadras
420000000.0,62.0,3,2,3,1,,no,apartamento,4.328,1.573,1.448,rionegro,metrocuadrado
264000000.0,51.0,2,2,3,,,si,apartamento,6.462,1.196,1.21,liborio mejia,metrocuadrado
680000000.0,65.0,1,2,5,2,,no,apartamento,5.523,0.768,0.836,monseñor alfonso uribe jaramillo,ciencuadras
550000000.0,66.0,2,2,4,,3,no,apartamento,6.243,3.006,3.081,san antonio,lonja_propiedad_raiz
1230000000.0,290.0,3,3,6,,,no,casa,3.683,2.223,2.167,el porvenir,ciencuadras
2100000000.0,837.0,4,3,6,1,,si,casa,5.343,2.361,2.407,san antonio,ciencuadras
330000000.0,48.0,2,2,4,,,no,apartamento,4.021,1.612,1.53,el porvenir,metrocuadrado
312000000.0,54.0,2,2,4,,,no,apartamento,5.333,0.278,0.171,liborio mejia,ciencuadras
1100000000.0,170.0,4,5,5,1,2,no,casa,5.602,0.015,0.136,liborio mejia,lonja_propiedad_raiz
650000000.0,78.0,4,3,4,1,31,no,casa,5.602,0.015,0.136,liborio mejia,ciencuadras
460000000.0,110.0,3,4,4,,,no,apartamento,3.491,2.554,2.502,el porvenir,lonja_propiedad_raiz
580000000.0,68.0,3,2,5,,,si,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
770000000.0,87.0,3,3,4,,,si,apartamento,3.496,2.656,2.609,el porvenir,ciencuadras
480000000.0,313.0,6,2,3,,,no,casa,5.5,0.345,0.248,liborio mejia,ciencuadras
610000000.0,76.0,3,2,5,1,,si,apartamento,3.496,2.656,2.609,el porvenir,metrocuadrado
450000000.0,72.72,2,2,4,1,14,no,apartamento,6.264,2.746,2.827,san antonio,ciencuadras
340000000.0,57.0,3,2,4,1,1,no,apartamento,5.084,1.515,1.4,rionegro,metrocuadrado
1250000000.0,205.0,3,6,4,3,1,si,casa,5.525,2.345,2.4,san antonio,metrocuadrado
600000000.0,73.0,2,2,4,1,,si,apartamento,6.522,1.678,1.793,san antonio,ciencuadras
850000000.0,185.4,4,6,3,2,,no,casa,4.76,1.174,1.155,el porvenir,metrocuadrado
640000000.0,76.0,3,2,5,1,1,si,apartamento,3.153,2.609,2.536,san antonio,ciencuadras
1085000000.0,141.0,2,4,5,3,1,si,apartamento,5.754,5.07,5.101,rionegro,ciencuadras
325000000.0,56.02,3,2,3,1,1,si,apartamento,5.177,1.408,1.297,rionegro,ciencuadras
340000000.0,49.0,2,2,3,1,1,no,apartamento,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
605000000.0,82.0,1,2,2,,,no,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
340000000.0,49.0,2,2,4,1,,no,apartamento,5.385,1.018,0.916,liborio mejia,metrocuadrado
850000000.0,89.0,3,2,5,1,,no,apartamento,5.845,3.079,3.139,san antonio,metrocuadrado
250000000.0,49.2,2,2,4,1,,no,apartamento,5.944,0.56,0.682,monseñor alfonso uribe jaramillo,ciencuadras
480000000.0,66.0,2,2,4,2,1,no,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
575000000.0,172.0,5,3,3,1,,no,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
565000000.0,65.0,2,2,5,1,1,si,apartamento,5.912,1.924,2.004,san antonio,ciencuadras
620000000.0,84.0,3,2,5,1,,no,apartamento,2.576,3.35,3.279,rionegro,ciencuadras
210000000.0,50.0,3,2,2,1,,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
260000000.0,48.41,2,2,3,,,si,apartamento,8.15,2.56,2.668,monseñor alfonso uribe jaramillo,ciencuadras
700000000.0,90.0,3,3,4,1,1,no,apartamento,3.252,2.592,2.526,el porvenir,ciencuadras
1099000000.0,230.0,4,5,5,1,,no,casa,3.178,2.657,2.589,el porvenir,metrocuadrado
1900000000.0,340.0,4,3,2,,,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
2500000000.0,370.0,3,3,5,2,8,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
490000000.0,78.43,3,2,5,1,1,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
670000000.0,60.0,1,2,6,1,1,si,apartamento,4.45,4.144,4.147,rionegro,ciencuadras
345000000.0,60.0,2,2,4,1,,si,apartamento,4.789,1.29,1.165,rionegro,lonja_propiedad_raiz
480000000.0,58.0,2,2,5,1,,no,apartamento,6.525,1.482,1.602,monseñor alfonso uribe jaramillo,metrocuadrado
11800000000.0,2686.0,11,14,5,,,no,casa,4.548,6.258,6.244,rionegro,lonja_propiedad_raiz
650000000.0,113.0,3,2,5,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,lonja_propiedad_raiz
1200000000.0,200.0,3,3,4,3,,si,casa,5.244,0.754,0.778,el porvenir,ciencuadras
445000000.0,72.0,3,2,4,1,14,no,apartamento,5.934,2.713,2.781,san antonio,metrocuadrado
265000000.0,55.0,3,1,4,1,,si,apartamento,7.226,2.027,2.05,el porvenir,ciencuadras
399000000.0,54.0,1,1,4,1,,no,apartamento,5.367,1.291,1.343,el porvenir,ciencuadras
310000000.0,57.0,3,2,3,1,1,no,apartamento,5.19,1.433,1.322,rionegro,ciencuadras
476500000.0,58.0,2,2,5,,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
8199500000.0,800.0,6,8,,6,,no,casa_campestre,7.016,8.017,8.035,rionegro,ciencuadras
1420000000.0,235.0,5,5,4,2,,si,casa,3.153,2.609,2.536,san antonio,lonja_propiedad_raiz
460000000.0,105.0,4,3,4,,,no,casa,3.596,2.45,2.401,el porvenir,lonja_propiedad_raiz
350000000.0,50.0,2,2,4,1,1,no,apartamento,5.472,1.107,1.012,liborio mejia,ciencuadras
650000000.0,92.0,3,2,5,1,1,si,apartamento,3.21,2.537,2.463,el porvenir,lonja_propiedad_raiz
250000000.0,52.0,2,2,4,,,si,apartamento,6.461,1.195,1.209,liborio mejia,ciencuadras
620000000.0,75.0,2,2,5,1,1,no,apartamento,3.314,2.419,2.345,el porvenir,ciencuadras
590000000.0,83.0,3,2,4,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,metrocuadrado
280000000.0,57.0,3,2,4,1,1,no,apartamento,5.256,0.973,0.862,el porvenir,metrocuadrado
1350000000.0,120.0,2,3,6,2,,si,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
720000000.0,74.0,2,2,5,1,,no,apartamento,6.376,3.544,3.615,san antonio,metrocuadrado
1870000000.0,168.0,4,3,5,2,,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
1400000000.0,250.0,3,3,5,2,,no,casa,5.6,0.022,0.139,liborio mejia,ciencuadras
630000000.0,76.0,3,2,5,1,,si,apartamento,6.62,1.822,1.937,otras,ciencuadras
380000000.0,53.0,1,2,4,1,4,no,apartamento,5.099,1.021,0.901,liborio mejia,metrocuadrado
360000000.0,62.0,3,2,4,1,1,si,apartamento,3.991,1.706,1.59,rionegro,lonja_propiedad_raiz
680000000.0,130.0,3,3,5,1,,no,casa,5.906,2.865,2.931,san antonio,ciencuadras
750000000.0,73.0,2,2,4,1,,no,apartamento,6.197,4.216,4.272,rionegro,lonja_propiedad_raiz
2550000000.0,336.0,3,4,5,2,,no,casa,6.139,9.257,9.233,rionegro,ciencuadras
220000000.0,50.0,3,2,3,,,si,apartamento,6.943,1.456,1.515,monseñor alfonso uribe jaramillo,metrocuadrado
710000000.0,79.53,2,2,4,1,1,no,apartamento,7.251,2.529,2.648,rionegro,ciencuadras
400000000.0,44.0,1,2,5,1,,no,apartamento,0.821,6.272,6.168,rionegro,ciencuadras
242143274.0,57.9,2,2,5,1,1,no,apartamento,5.565,3.309,3.356,san antonio,metrocuadrado
220000000.0,48.0,2,2,4,,,si,apartamento,8.15,2.56,2.668,rionegro,lonja_propiedad_raiz
2350000000.0,340.0,3,4,4,,,no,casa,6.269,2.889,2.968,san antonio,ciencuadras
310000000.0,54.0,2,2,4,1,,si,apartamento,5.447,0.789,0.691,liborio mejia,ciencuadras
2035000000.0,191.0,3,3,,2,,no,apartamento,5.613,6.374,6.384,rionegro,ciencuadras
340000000.0,50.0,2,2,4,1,,si,apartamento,8.129,2.53,2.634,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
340000000.0,56.0,2,2,4,1,,si,apartamento,5.18,1.469,1.358,el porvenir,lonja_propiedad_raiz
425000000.0,84.0,3,2,4,1,1,no,apartamento,6.197,4.216,4.272,rionegro,ciencuadras
2950000000.0,305.0,4,5,,1,,no,casa_campestre,4.572,6.222,6.21,rionegro,ciencuadras
650000000.0,76.25,3,2,5,1,1,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
400000000.0,70.0,3,2,4,,,no,casa,6.294,1.372,1.485,monseñor alfonso uribe jaramillo,ciencuadras
1580000000.0,120.0,2,3,6,1,1,si,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
1150000000.0,353.0,3,4,4,1,,no,casa,6.269,2.889,2.968,san antonio,lonja_propiedad_raiz
680000000.0,140.0,5,4,4,3,,no,casa,7.041,1.637,1.682,monseñor alfonso uribe jaramillo,ciencuadras
1200000000.0,260.0,4,5,4,2,1,no,casa,3.142,2.609,2.535,el porvenir,metrocuadrado
520000000.0,112.0,4,3,4,,,no,casa,4.855,1.014,0.994,el porvenir,ciencuadras
1600000000.0,375.0,4,4,5,1,,no,casa,3.386,2.33,2.256,el porvenir,lonja_propiedad_raiz
300000000.0,60.0,2,2,4,1,1,si,apartamento,4.721,1.37,1.245,rionegro,ciencuadras
1200000000.0,145.0,3,4,5,2,,no,casa,6.261,2.824,2.903,san antonio,ciencuadras
735000000.0,120.0,3,2,4,1,,no,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
950000000.0,202.0,3,4,5,2,,no,casa,5.864,3.646,3.698,san antonio,ciencuadras
365000000.0,53.0,2,2,5,1,,no,apartamento,5.26,1.578,1.471,rionegro,ciencuadras
350000000.0,110.0,5,3,2,2,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
3200000000.0,460.0,5,6,6,3,1,si,casa,4.482,5.843,5.833,rionegro,ciencuadras
570000000.0,80.0,3,2,3,2,1,no,apartamento,6.194,2.705,2.784,san antonio,ciencuadras
310000000.0,50.0,2,2,4,,,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
630000000.0,78.0,3,2,5,1,1,no,apartamento,6.197,4.216,4.272,rionegro,ciencuadras
440000000.0,53.81,2,2,4,1,1,si,apartamento,6.737,1.894,2.011,rionegro,ciencuadras
1200000000.0,183.81,3,3,5,,,no,casa,5.6,0.022,0.139,el porvenir,metrocuadrado
990000000.0,150.0,3,3,4,1,,no,apartamento,2.159,3.993,3.924,rionegro,metrocuadrado
690000000.0,83.0,2,2,4,1,1,si,apartamento,4.519,1.386,1.353,rural,ciencuadras
787500000.0,115.0,3,2,5,1,1,si,apartamento,7.541,1.96,2.072,san antonio,ciencuadras
680000000.0,142.0,4,4,4,1,,no,casa,6.469,3.166,3.247,san antonio,ciencuadras
2300000000.0,230.0,3,5,,4,1,no,casa_campestre,2.159,3.993,3.924,rionegro,ciencuadras
380000000.0,77.0,2,2,4,1,1,no,apartamento,5.69,0.884,0.814,liborio mejia,ciencuadras
630000000.0,100.0,2,2,5,1,1,no,apartamento,6.197,4.216,4.272,rionegro,metrocuadrado
1400000000.0,2117.0,4,4,4,,,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
365000000.0,64.0,3,2,3,1,1,si,apartamento,4.835,1.286,1.162,rionegro,metrocuadrado
1380000000.0,230.0,4,4,5,2,1,si,casa,5.301,0.704,0.736,liborio mejia,metrocuadrado
1200000000.0,250.0,5,8,3,2,1,no,casa,3.382,2.333,2.258,el porvenir,lonja_propiedad_raiz
650000000.0,76.0,3,2,5,1,,no,apartamento,5.579,0.228,0.165,liborio mejia,ciencuadras
460000000.0,65.0,3,2,3,2,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
1100000000.0,258.0,5,3,4,,,no,casa,6.269,2.889,2.968,san antonio,lonja_propiedad_raiz
253000000.0,53.0,2,2,3,,,no,apartamento,5.944,0.56,0.682,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
1380000000.0,150.0,3,4,5,2,,si,apartamento,5.244,0.754,0.778,comuna 3 monseñor alfonso uribe jaramillo,metrocuadrado
605000000.0,82.0,1,2,4,2,,no,apartamento,6.593,1.009,1.123,monseñor alfonso uribe jaramillo,ciencuadras
530000000.0,69.0,2,2,5,1,,si,apartamento,5.953,1.277,1.374,monseñor alfonso uribe jaramillo,ciencuadras
250000000.0,48.41,3,2,3,1,,no,apartamento,8.159,2.568,2.675,rionegro,ciencuadras
595000000.0,80.0,2,2,4,1,1,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
452000000.0,56.0,2,2,3,1,,no,apartamento,3.496,2.656,2.609,el porvenir,metrocuadrado
530000000.0,67.0,2,2,5,1,,si,apartamento,6.916,3.24,3.335,san antonio,ciencuadras
650000000.0,90.1,3,3,5,1,1,si,apartamento,3.262,2.513,2.443,el porvenir,ciencuadras
360000000.0,50.0,2,2,3,1,1,no,apartamento,5.944,0.56,0.682,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
380000000.0,85.0,3,2,3,,,no,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
210000000.0,45.0,2,2,3,,1,no,apartamento,2.159,3.993,3.924,rionegro,metrocuadrado
290000000.0,52.0,2,2,3,1,1,no,apartamento,2.159,3.993,3.924,rionegro,metrocuadrado
520000000.0,63.0,1,2,5,1,,si,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
220000000.0,49.0,3,2,4,,,si,apartamento,4.224,1.864,1.833,el porvenir,ciencuadras
2600000000.0,170.0,4,4,5,1,1,no,casa,5.244,0.754,0.778,el porvenir,metrocuadrado
720000000.0,180.0,3,3,4,1,,no,casa,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
5000000000.0,660.0,4,7,5,2,1,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
770000000.0,91.0,3,2,5,1,1,si,apartamento,5.268,0.701,0.727,liborio mejia,ciencuadras
550000000.0,75.0,2,2,5,,2,no,apartamento,4.961,0.764,0.729,el porvenir,ciencuadras
1744927000.0,139.77,3,5,6,2,2,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
420000000.0,64.0,2,2,5,1,1,no,apartamento,6.197,4.216,4.272,rionegro,ciencuadras
620000000.0,83.0,3,3,5,,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
650000000.0,80.0,3,2,5,,,no,apartamento,5.489,0.175,0.056,liborio mejia,metrocuadrado
480000000.0,76.0,3,2,5,1,,si,apartamento,6.36,1.56,1.671,san antonio,ciencuadras
1300000000.0,893.0,6,5,5,1,,no,casa,5.244,0.754,0.778,el porvenir,metrocuadrado
850000000.0,260.0,6,5,4,2,,no,casa,4.588,1.314,1.283,el porvenir,metrocuadrado
650000000.0,83.0,3,3,5,1,,si,apartamento,3.435,2.273,2.197,el porvenir,ciencuadras
880000000.0,82.0,2,3,2,2,1,si,apartamento,5.523,0.768,0.836,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
1190000000.0,210.0,4,13,4,3,,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
350000000.0,57.0,3,2,5,1,,si,apartamento,5.523,0.768,0.836,rionegro,metrocuadrado
280000000.0,60.0,2,2,3,,,no,apartamento,4.293,1.371,1.301,liborio mejia,metrocuadrado
1150000000.0,162.0,3,3,6,1,,si,casa,6.018,3.136,3.201,san antonio,ciencuadras
620000000.0,65.0,2,2,5,1,,si,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
405600000.0,67.89,3,2,4,1,,no,apartamento,5.957,0.578,0.7,monseñor alfonso uribe jaramillo,ciencuadras
225000000.0,52.0,2,2,3,,,no,apartamento,4.392,1.493,1.368,rionegro,metrocuadrado
470000000.0,112.3,5,3,4,,1,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
470000000.0,60.0,3,2,6,1,1,si,apartamento,5.914,3.383,3.441,san antonio,lonja_propiedad_raiz
587000000.0,66.71,2,2,5,1,,si,apartamento,6.902,3.219,3.314,otras,lonja_propiedad_raiz
335000000.0,56.0,2,2,4,1,,no,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
500000000.0,70.0,1,,3,1,,no,apartamento,5.6,1.553,1.621,san antonio,metrocuadrado
290000000.0,48.0,2,2,3,1,1,no,apartamento,8.15,2.56,2.668,rionegro,ciencuadras
9000000000.0,5300.0,6,6,5,3,1,si,casa,5.242,0.755,0.779,comuna 3 monseñor alfonso uribe jaramillo,metrocuadrado
540000000.0,74.0,3,2,5,1,,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
4000000000.0,560.0,5,6,6,8,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
674000000.0,77.0,3,2,4,1,1,si,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
720000000.0,170.0,5,3,4,1,1,no,casa,6.197,4.216,4.272,rionegro,ciencuadras
390000000.0,56.0,2,2,4,1,,si,apartamento,5.26,1.578,1.471,rionegro,ciencuadras
2595000000.0,373.0,3,3,,3,,si,casa_campestre,5.523,0.768,0.836,rionegro,metrocuadrado
1200000000.0,239.0,3,4,4,1,,si,casa,6.224,2.911,2.988,san antonio,ciencuadras
1250000000.0,190.0,4,3,5,1,,no,casa,5.796,3.827,3.875,san antonio,ciencuadras
470000000.0,69.0,3,2,4,1,6,si,apartamento,5.602,0.015,0.136,liborio mejia,lonja_propiedad_raiz
276000000.0,56.0,3,2,4,,1,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
450000000.0,60.0,2,2,4,1,,no,apartamento,4.835,1.286,1.162,rionegro,metrocuadrado
2400000000.0,360.0,4,4,6,5,1,si,casa,5.523,0.768,0.836,rionegro,ciencuadras
521212150.0,73.0,3,2,4,1,,si,apartamento,6.005,1.146,1.25,monseñor alfonso uribe jaramillo,ciencuadras
780000000.0,150.0,3,4,4,,,no,casa,6.469,3.166,3.247,san antonio,ciencuadras
530000000.0,68.0,3,2,5,1,1,no,apartamento,2.956,2.882,2.811,el porvenir,metrocuadrado
220000000.0,54.0,2,2,3,,,no,apartamento,6.558,1.149,1.187,liborio mejia,metrocuadrado
400000000.0,50.0,2,2,4,1,,no,apartamento,6.151,1.299,1.407,monseñor alfonso uribe jaramillo,ciencuadras
1190000000.0,138.0,2,3,6,1,1,si,apartamento,5.613,6.374,6.384,rionegro,ciencuadras
577832754.0,76.0,2,2,4,1,1,no,apartamento,6.197,4.216,4.272,rionegro,ciencuadras
356000000.0,56.0,2,2,4,1,,no,apartamento,5.204,0.996,1.026,el porvenir,ciencuadras
2600000000.0,500.0,3,4,4,1,1,si,casa,6.269,2.889,2.968,san antonio,lonja_propiedad_raiz
580000000.0,84.0,3,2,5,1,,si,apartamento,6.155,2.668,2.747,san antonio,ciencuadras
560000000.0,67.0,3,2,5,2,,no,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
450000000.0,60.0,3,2,6,,,no,apartamento,5.858,3.245,3.303,san antonio,lonja_propiedad_raiz
3400000000.0,332.0,3,5,6,2,4,no,casa,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
575000000.0,120.0,2,4,2,1,1,no,casa,6.248,2.926,3.003,san antonio,metrocuadrado
890000000.0,320.0,10,6,2,1,,no,casa,6.603,2.972,3.061,el porvenir,ciencuadras
550000000.0,140.0,2,3,3,1,,no,casa,5.944,0.56,0.682,monseñor alfonso uribe jaramillo,ciencuadras
450000000.0,58.0,2,2,3,,1,si,apartamento,6.923,3.24,3.335,san antonio,ciencuadras
650000000.0,172.0,5,3,4,1,1,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
360000000.0,60.78,2,2,4,1,,si,apartamento,4.835,1.286,1.162,monseñor alfonso uribe jaramillo,metrocuadrado
230000000.0,52.0,2,2,3,,1,si,apartamento,4.378,1.519,1.394,rionegro,ciencuadras
450000000.0,58.6,2,2,5,1,1,si,apartamento,6.754,3.14,3.231,san antonio,lonja_propiedad_raiz
360000000.0,95.0,3,2,2,,,no,casa,10.83,9.95,10.017,rionegro,ciencuadras
460000000.0,58.0,2,2,5,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,lonja_propiedad_raiz
2600000000.0,330.0,3,3,5,,,si,casa,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
550000000.0,66.0,2,2,5,1,,no,apartamento,6.197,4.216,4.272,rionegro,ciencuadras
597000000.0,65.13,2,2,5,1,1,no,apartamento,6.388,3.552,3.624,san antonio,ciencuadras
800000000.0,81.0,3,1,3,4,,no,casa,3.348,2.261,2.159,rionegro,lonja_propiedad_raiz
305000000.0,57.0,3,2,4,1,1,si,apartamento,5.185,0.968,0.852,liborio mejia,ciencuadras
1550000000.0,201.0,4,4,6,2,,si,casa,3.123,2.709,2.641,el porvenir,ciencuadras
1200000000.0,220.0,4,4,5,,,no,casa,3.251,2.791,2.734,el porvenir,ciencuadras
2500000000.0,280.0,4,4,6,2,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
440000000.0,66.0,3,2,4,1,,no,apartamento,5.527,0.891,0.802,liborio mejia,ciencuadras
720000000.0,78.0,2,2,5,1,1,si,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
220000000.0,48.0,2,2,3,1,,no,apartamento,4.891,0.823,0.7,liborio mejia,ciencuadras
460000000.0,66.0,3,2,3,2,1,si,apartamento,6.192,2.704,2.783,san antonio,metrocuadrado
