precio_cop,area_m2,habitaciones,banos,estrato,parqueaderos,antiguedad_anos,conjunto_cerrado,tipo_inmueble,dist_aeropuerto_km,dist_centro_km,dist_san_nicolas_km,barrio,fuente
850000000.0,195.0,3,5,4,1,,no,casa,6.176,1.281,1.391,monseñor alfonso uribe jaramillo,ciencuadras
650000000.0,250.0,3,1,3,7,1,no,casa,7.189,1.587,1.688,monseñor alfonso uribe jaramillo,metrocuadrado
2200000000.0,420.0,3,5,4,2,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
330000000.0,55.7,2,2,3,1,1,si,apartamento,6.848,1.287,1.405,monseñor alfonso uribe jaramillo,ciencuadras
175000000.0,30.0,1,1,4,,,no,apartamento,6.197,4.216,4.272,rionegro,ciencuadras
730000000.0,172.0,5,3,3,1,,no,casa,4.95,1.262,1.272,el porvenir,ciencuadras
460000000.0,73.0,3,2,4,1,,no,apartamento,5.892,3.141,3.202,san antonio,metrocuadrado
330000000.0,60.0,2,2,2,1,,no,apartamento,7.486,1.887,1.992,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
315000000.0,59.7,2,2,4,1,8,no,apartamento,5.222,1.316,1.206,rionegro,metrocuadrado
550000000.0,126.0,3,2,3,1,,no,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
690000000.0,83.0,3,2,5,1,,no,apartamento,6.105,2.821,2.895,san antonio,ciencuadras
570000000.0,84.0,2,2,5,1,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
400000000.0,56.0,2,2,4,1,1,si,apartamento,5.244,0.754,0.778,rionegro,ciencuadras
268000000.0,56.0,3,2,2,,1,no,apartamento,5.957,0.578,0.7,monseñor alfonso uribe jaramillo,ciencuadras
950000000.0,170.0,3,3,6,1,,no,casa,6.347,1.225,1.345,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
610000000.0,76.0,3,2,4,1,1,no,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
640000000.0,72.0,2,3,5,,1,si,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
303000000.0,54.0,2,2,4,1,,no,apartamento,4.2,1.429,1.348,el porvenir,lonja_propiedad_raiz
580000000.0,80.0,3,2,5,1,1,si,apartamento,5.461,2.576,2.626,san antonio,lonja_propiedad_raiz
570000000.0,120.0,2,2,4,1,1,si,apartamento,3.591,2.289,2.23,el porvenir,metrocuadrado
1300000000.0,260.0,4,3,3,,,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
600000000.0,90.0,3,1,2,1,,no,casa,2.159,3.993,3.924,rionegro,lonja_propiedad_raiz
580000000.0,71.0,3,2,5,1,1,no,apartamento,6.353,4.182,4.243,san antonio,ciencuadras
1100000000.0,230.0,4,5,4,1,,no,casa,3.252,2.801,2.745,el porvenir,metrocuadrado
700000000.0,254.0,4,3,3,,,no,casa,5.244,0.754,0.778,el porvenir,ciencuadras
1700000000.0,166.0,3,4,5,2,,si,apartamento,3.52,9.099,8.997,el porvenir,metrocuadrado
283300000.0,68.0,2,2,2,1,1,no,apartamento,2.159,3.993,3.924,rionegro,metrocuadrado
5900000000.0,595.0,6,6,5,4,5,si,casa,4.548,6.258,6.244,rionegro,ciencuadras
350000000.0,56.0,3,2,4,1,1,si,apartamento,5.229,0.928,0.814,liborio mejia,ciencuadras
1100000000.0,250.0,4,3,3,1,,no,casa,5.46,0.226,0.105,liborio mejia,metrocuadrado
495000000.0,62.0,2,2,5,1,1,no,apartamento,2.912,2.938,2.868,el porvenir,metrocuadrado
1580000000.0,191.0,2,3,4,1,1,si,apartamento,4.572,6.222,6.21,rionegro,metrocuadrado
470000000.0,57.14,2,1,4,1,,no,apartamento,6.927,3.253,3.347,san antonio,ciencuadras
3000000000.0,230.0,3,2,4,2,1,si,casa,5.871,1.786,1.867,san antonio,ciencuadras
620000000.0,82.0,2,2,5,1,,no,apartamento,3.289,2.452,2.379,el porvenir,lonja_propiedad_raiz
398000000.0,53.81,2,2,4,1,,si,apartamento,6.914,2.068,2.187,rionegro,ciencuadras
809564337.0,77.0,2,3,4,,1,si,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
5800000000.0,400.0,4,5,5,2,,si,casa,5.523,0.768,0.836,monseñor alfonso uribe jaramillo,metrocuadrado
510000000.0,60.0,2,2,4,1,7,si,apartamento,6.035,3.394,3.457,san antonio,ciencuadras
330000000.0,57.0,2,2,4,1,1,no,apartamento,4.811,1.285,1.16,rionegro,ciencuadras
1900000000.0,280.0,5,5,,2,,no,casa_campestre,5.602,1.624,1.691,san antonio,lonja_propiedad_raiz
220000000.0,52.0,2,2,3,,0,si,apartamento,4.817,1.237,1.112,liborio mejia,metrocuadrado
255000000.0,50.0,3,2,4,1,1,si,apartamento,8.159,2.568,2.675,rionegro,ciencuadras
1190000000.0,114.0,2,3,6,1,,si,apartamento,6.389,6.841,6.862,rionegro,metrocuadrado
3000000000.0,500.0,9,8,4,2,,no,casa,6.429,1.484,1.6,monseñor alfonso uribe jaramillo,ciencuadras
300000000.0,48.0,2,2,3,1,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
370000000.0,57.0,3,2,4,1,,si,apartamento,5.02,0.865,0.739,liborio mejia,ciencuadras
300000000.0,72.0,3,2,3,,,si,apartamento,5.244,0.754,0.778,rionegro,ciencuadras
350000000.0,55.0,2,2,4,1,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
265000000.0,56.0,3,1,4,1,,si,apartamento,6.594,0.992,1.091,monseñor alfonso uribe jaramillo,lonja_propiedad_raiz
230000000.0,46.0,2,2,3,,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
1500000000.0,360.0,3,3,,3,,no,casa_campestre,5.523,0.768,0.836,rionegro,ciencuadras
485000000.0,60.0,2,2,5,1,,no,apartamento,3.286,2.44,2.365,el porvenir,ciencuadras
1350000000.0,173.0,4,4,5,1,,si,casa,3.153,2.609,2.536,el porvenir,metrocuadrado
450000000.0,120.0,4,2,4,,,no,casa,5.267,0.535,0.544,liborio mejia,ciencuadras
440000000.0,58.0,2,2,5,,,no,apartamento,7.251,2.529,2.648,rionegro,ciencuadras
800000000.0,130.0,4,3,4,1,,no,casa,5.244,0.754,0.778,rionegro,ciencuadras
330000000.0,54.0,2,2,3,,,no,apartamento,4.163,2.042,2.015,el porvenir,ciencuadras
545000000.0,75.0,3,2,5,,,no,apartamento,5.602,0.015,0.136,liborio mejia,metrocuadrado
350000000.0,65.0,3,2,3,,,no,apartamento,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
650000000.0,180.0,4,3,4,1,1,si,apartamento,6.199,2.677,2.757,san antonio,ciencuadras
400000000.0,50.0,2,2,4,1,1,no,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
630000000.0,97.0,3,2,4,1,,si,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
3650000000.0,573.0,4,4,6,3,1,si,casa,4.737,4.173,4.184,rionegro,ciencuadras
570000000.0,70.0,2,2,5,1,,si,apartamento,5.53,0.291,0.359,liborio mejia,ciencuadras
680000000.0,140.0,4,4,4,1,,no,casa,6.197,4.216,4.272,rionegro,ciencuadras
280000000.0,52.0,2,2,3,,,no,apartamento,4.374,1.55,1.424,monseñor alfonso uribe jaramillo,ciencuadras
3600000000.0,350.0,6,6,5,,,no,casa,4.838,4.948,4.955,rionegro,ciencuadras
295000000.0,59.7,2,2,4,1,,si,apartamento,5.222,1.316,1.206,rionegro,ciencuadras
480000000.0,72.0,1,2,3,2,1,si,apartamento,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
280000000.0,55.0,2,2,4,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,lonja_propiedad_raiz
4000000000.0,730.0,5,7,6,6,,no,casa,4.918,6.935,6.921,rionegro,ciencuadras
345000000.0,56.0,3,2,3,1,,no,apartamento,5.18,1.469,1.358,liborio mejia,ciencuadras
230000000.0,54.0,2,2,4,,,si,apartamento,4.2,1.429,1.348,liborio mejia,lonja_propiedad_raiz
630000000.0,97.0,2,2,6,1,1,no,apartamento,6.342,3.14,3.217,san antonio,ciencuadras
1000000000.0,150.0,3,3,5,1,,si,casa,6.147,1.057,1.038,laureles estadio,ciencuadras
610000000.0,82.0,2,2,4,,1,si,apartamento,6.189,1.134,1.25,monseñor alfonso uribe jaramillo,ciencuadras
275000000.0,48.0,2,2,3,1,,si,apartamento,3.925,1.88,1.821,el porvenir,ciencuadras
1800000000.0,360.0,3,5,5,2,,no,casa_campestre,5.523,0.768,0.836,monseñor alfonso uribe jaramillo,ciencuadras
890000000.0,170.0,4,5,5,1,,si,casa,5.238,0.618,0.495,liborio mejia,ciencuadras
2200000000.0,365.0,4,8,4,5,1,si,casa,5.297,0.333,0.293,otras,lonja_propiedad_raiz
17000000000.0,352.0,4,5,,2,21,no,casa_campestre,6.005,10.016,9.974,rionegro,metrocuadrado
580000000.0,90.0,3,2,5,,,si,apartamento,5.73,0.133,0.255,liborio mejia,ciencuadras
1150000000.0,122.0,2,2,6,2,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
530000000.0,57.0,2,2,5,1,1,si,apartamento,3.354,2.632,2.575,el porvenir,metrocuadrado
590000000.0,79.0,2,2,4,1,,no,apartamento,5.846,3.08,3.139,san antonio,ciencuadras
1100000000.0,208.0,3,4,5,1,1,si,apartamento,5.6,0.022,0.139,liborio mejia,lonja_propiedad_raiz
550000000.0,58.0,2,2,5,2,,no,apartamento,6.902,3.219,3.314,san antonio,ciencuadras
470000000.0,68.0,3,2,4,1,,si,apartamento,3.153,2.609,2.536,el porvenir,ciencuadras
432000000.0,71.81,3,2,3,1,,si,apartamento,4.638,1.699,1.575,rionegro,ciencuadras
1600000000.0,337.0,3,2,5,3,,no,casa,5.523,0.768,0.836,rionegro,metrocuadrado
479000000.0,58.0,2,2,5,1,,no,apartamento,6.194,2.705,2.784,san antonio,metrocuadrado
400000000.0,53.0,1,1,5,,,si,apartamento,5.02,0.865,0.739,rionegro,ciencuadras
1150000000.0,242.0,4,5,6,1,,no,casa,3.258,2.674,2.613,el porvenir,ciencuadras
950000000.0,90.0,2,4,4,2,1,si,apartamento,4.918,6.935,6.921,rionegro,ciencuadras
380000000.0,96.0,4,2,3,,,no,casa,4.215,1.623,1.574,el porvenir,ciencuadras
453700000.0,69.8,3,2,5,1,,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
300000000.0,54.0,2,2,4,1,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
320000000.0,51.0,2,2,3,1,1,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
2890000000.0,432.0,4,5,,3,,no,casa_campestre,5.753,5.07,5.101,rionegro,ciencuadras
1150000000.0,163.0,4,4,4,2,,si,casa,5.709,0.315,0.296,liborio mejia,ciencuadras
270000000.0,50.0,2,2,3,,1,no,apartamento,2.159,3.993,3.924,rionegro,ciencuadras
380000000.0,60.0,2,2,4,1,1,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
840000000.0,234.0,5,5,4,1,14,si,casa,6.097,3.001,3.072,san antonio,ciencuadras
500000000.0,70.0,2,2,5,1,,si,apartamento,5.371,0.645,0.687,liborio mejia,ciencuadras
520000000.0,60.02,1,2,4,,1,no,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
530000000.0,66.0,2,2,5,,1,si,apartamento,6.925,3.24,3.335,san antonio,lonja_propiedad_raiz
2500000000.0,267.0,3,4,4,2,,si,casa,5.271,6.081,6.087,rionegro,ciencuadras
890000000.0,89.0,3,2,5,1,,no,apartamento,5.912,1.924,2.004,san antonio,ciencuadras
739500000.0,90.0,3,3,4,2,,no,apartamento,6.582,1.794,1.908,san antonio,ciencuadras
720000000.0,80.0,3,2,5,,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
1850000000.0,240.0,3,4,4,2,1,si,apartamento,5.244,0.754,0.778,monseñor alfonso uribe jaramillo,ciencuadras
300000000.0,68.0,3,2,5,1,,si,apartamento,5.37,1.224,1.122,liborio mejia,ciencuadras
900000000.0,157.0,3,3,5,1,1,si,casa,6.007,2.6,2.673,san antonio,lonja_propiedad_raiz
215000000.0,53.0,2,2,3,,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
300000000.0,56.0,3,2,4,,,no,apartamento,5.034,1.63,1.515,rionegro,ciencuadras
3650000000.0,573.0,4,5,5,3,,no,casa,5.6,0.022,0.139,liborio mejia,ciencuadras
400000000.0,42.0,1,2,5,1,1,no,apartamento,0.821,6.272,6.168,rionegro,lonja_propiedad_raiz
579000000.0,112.0,2,3,,4,,no,casa_campestre,5.523,0.768,0.836,rionegro,ciencuadras
250000000.0,57.0,3,2,4,1,,no,apartamento,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
415000000.0,50.0,2,2,5,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,lonja_propiedad_raiz
545000000.0,62.0,2,2,4,1,,si,apartamento,3.302,2.46,2.389,el porvenir,ciencuadras
520000000.0,75.0,3,2,5,1,,no,apartamento,6.269,2.889,2.968,san antonio,ciencuadras
310000000.0,57.0,2,2,3,1,,no,apartamento,4.752,1.167,1.147,el porvenir,ciencuadras
680000000.0,122.0,3,3,4,,1,si,casa,4.679,0.988,0.926,el porvenir,metrocuadrado
770000000.0,182.0,5,4,4,1,,no,casa,6.269,2.889,2.968,san antonio,ciencuadras
950000000.0,240.0,5,6,5,2,,no,casa,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
595000000.0,80.0,2,2,5,1,,si,apartamento,6.029,3.147,3.213,san antonio,lonja_propiedad_raiz
1000000000.0,154.0,3,4,5,1,,no,apartamento,3.56,2.441,2.389,el porvenir,ciencuadras
15000000000.0,1000.0,4,5,4,4,,no,casa,3.771,8.501,8.437,rionegro,lonja_propiedad_raiz
1100000000.0,170.0,3,3,5,1,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
320000000.0,57.0,2,2,4,1,,si,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
840000000.0,76.0,2,2,6,2,,si,apartamento,5.127,7.293,7.278,rionegro,ciencuadras
1690000000.0,285.0,4,5,5,1,,si,casa,5.244,0.754,0.778,el porvenir,ciencuadras
400000000.0,60.0,2,2,4,1,1,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
400000000.0,53.8,2,2,5,1,,no,apartamento,6.674,1.83,1.946,rionegro,ciencuadras
395000000.0,74.0,2,2,4,1,,si,apartamento,5.762,3.507,3.559,san antonio,ciencuadras
320000000.0,54.6,2,2,4,1,1,si,apartamento,5.6,0.022,0.139,san antonio,ciencuadras
1200000000.0,167.0,3,4,5,2,,si,casa,5.41,2.906,2.951,san antonio,ciencuadras
429000000.0,61.0,2,2,4,1,,no,apartamento,5.954,2.751,2.819,san antonio,ciencuadras
1300000000.0,220.0,4,3,5,1,1,no,casa,5.777,3.859,3.907,san antonio,lonja_propiedad_raiz
940000000.0,175.0,4,8,4,2,1,si,casa,5.304,1.052,1.096,san antonio,ciencuadras
680000000.0,160.0,4,3,4,,,no,casa,4.98,1.239,1.251,el porvenir,metrocuadrado
250000000.0,35.0,1,,3,1,,no,apartamento,5.6,1.553,1.621,san antonio,ciencuadras
1400000000.0,370.0,4,4,,,,no,casa_campestre,5.602,0.015,0.136,liborio mejia,ciencuadras
260000000.0,50.0,2,2,4,1,1,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
310000000.0,62.0,3,2,3,,,no,apartamento,5.957,0.578,0.7,monseñor alfonso uribe jaramillo,ciencuadras
450000000.0,58.0,2,2,5,1,1,si,apartamento,2.593,3.274,3.201,rionegro,ciencuadras
370000000.0,57.6,3,2,4,1,,no,apartamento,5.385,1.018,0.916,liborio mejia,metrocuadrado
320000000.0,85.0,3,2,3,,,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
443000000.0,82.4,2,2,4,1,1,no,apartamento,6.197,4.216,4.272,rionegro,lonja_propiedad_raiz
520000000.0,59.0,1,2,5,1,1,si,apartamento,6.689,3.066,3.157,san antonio,ciencuadras
2200000000.0,358.0,4,5,5,4,,si,casa,4.572,6.222,6.21,rionegro,ciencuadras
5500000000.0,900.0,6,10,6,5,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
1250000000.0,160.0,2,2,5,2,1,no,apartamento,5.422,6.927,6.925,rionegro,ciencuadras
3500000000.0,296.0,4,5,,10,,no,casa_campestre,5.523,0.768,0.836,rionegro,ciencuadras
610000000.0,80.0,3,2,3,1,,si,apartamento,5.317,0.923,0.965,el porvenir,ciencuadras
457454652.0,64.97,2,2,4,1,1,si,apartamento,5.611,0.155,0.131,liborio mejia,ciencuadras
245000000.0,48.0,2,2,4,,,no,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
900000000.0,165.0,4,5,4,1,,si,casa,5.935,3.639,3.694,san antonio,ciencuadras
310000000.0,55.0,3,2,3,,1,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
280000000.0,53.0,2,2,3,,,si,apartamento,4.748,0.906,0.789,liborio mejia,ciencuadras
2500000000.0,500.0,4,6,6,4,,no,casa,5.91,6.777,6.788,rionegro,ciencuadras
900000000.0,140.0,3,3,5,1,1,si,casa,5.421,2.498,2.546,san antonio,ciencuadras
317000000.0,53.16,2,2,3,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
260000000.0,52.0,2,2,3,,1,no,apartamento,6.572,1.036,1.103,monseñor alfonso uribe jaramillo,ciencuadras
4800000000.0,10300.0,19,22,6,20,,no,casa,4.082,8.269,8.216,rionegro,metrocuadrado
4500000000.0,310.0,3,3,4,3,,no,casa,5.523,0.768,0.836,rionegro,metrocuadrado
360000000.0,80.0,3,2,3,1,1,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
299000000.0,49.0,2,2,3,,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
980000000.0,180.0,4,3,4,1,,no,casa,5.739,0.266,0.386,liborio mejia,ciencuadras
360000000.0,54.0,2,2,3,1,,si,apartamento,4.293,1.371,1.301,liborio mejia,ciencuadras
1100000000.0,153.0,3,4,4,1,,no,apartamento,2.576,3.35,3.279,rionegro,ciencuadras
410000000.0,70.0,2,2,4,,,no,apartamento,5.244,0.754,0.778,el porvenir,lonja_propiedad_raiz
320000000.0,57.0,3,2,4,1,,no,apartamento,5.08,1.515,1.401,rionegro,ciencuadras
420000000.0,70.0,3,2,3,1,,no,apartamento,5.523,0.768,0.836,rionegro,metrocuadrado
450000000.0,144.0,2,2,2,,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
1300000000.0,104.0,3,3,4,2,,si,apartamento,3.302,2.577,2.513,el porvenir,ciencuadras
615000000.0,88.0,3,2,4,2,,no,apartamento,6.319,0.848,0.974,monseñor alfonso uribe jaramillo,metrocuadrado
850000000.0,70.0,1,3,5,2,,si,apartamento,4.824,3.414,3.432,rionegro,ciencuadras
3950000000.0,1550.0,4,5,5,6,,si,casa,5.8,0.419,0.411,liborio mejia,metrocuadrado
290000000.0,48.0,3,2,4,1,1,no,apartamento,6.721,1.142,1.256,monseñor alfonso uribe jaramillo,metrocuadrado
350000000.0,56.0,3,2,4,1,1,si,apartamento,4.063,2.05,1.925,rionegro,ciencuadras
270000000.0,82.0,3,2,3,1,1,no,apartamento,5.957,0.578,0.7,monseñor alfonso uribe jaramillo,ciencuadras
1400000000.0,141.0,3,4,6,2,,si,apartamento,4.421,5.689,5.679,otras,ciencuadras
330000000.0,60.0,2,2,4,1,8,no,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
1800000000.0,430.0,8,4,5,2,,no,casa,5.137,2.066,2.102,san antonio,ciencuadras
360000000.0,50.0,2,2,3,1,,no,apartamento,4.503,1.506,1.481,el porvenir,lonja_propiedad_raiz
510000000.0,68.82,3,2,5,1,2,no,apartamento,3.474,2.705,2.659,el porvenir,ciencuadras
335000000.0,64.0,3,2,4,1,,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
330000000.0,55.0,2,2,4,1,,no,apartamento,5.459,0.917,0.821,liborio mejia,lonja_propiedad_raiz
750000000.0,90.0,3,2,3,,1,si,apartamento,3.153,2.609,2.536,el porvenir,ciencuadras
710000000.0,90.0,2,3,5,1,1,si,apartamento,6.245,9.086,9.067,rionegro,ciencuadras
510000000.0,67.07,3,2,4,1,1,no,apartamento,6.389,2.762,2.847,san antonio,ciencuadras
290000000.0,60.0,2,2,3,,1,no,apartamento,2.159,3.993,3.924,rionegro,lonja_propiedad_raiz
420000000.0,64.0,2,2,5,1,,si,apartamento,5.892,3.141,3.202,san antonio,lonja_propiedad_raiz
2650000000.0,350.0,5,4,,2,,si,casa_campestre,3.308,6.192,6.151,rionegro,ciencuadras
360000000.0,80.0,3,2,2,,,no,apartamento,6.224,2.911,2.988,san antonio,ciencuadras
780000000.0,120.0,3,3,4,1,,no,casa,5.979,2.887,2.955,san antonio,metrocuadrado
3500000000.0,348.0,4,13,4,2,1,no,casa,6.426,7.334,7.348,rionegro,ciencuadras
380000000.0,54.0,3,2,5,1,,si,apartamento,5.602,0.015,0.136,liborio mejia,metrocuadrado
3100000000.0,300.0,3,5,5,2,1,si,casa,5.6,0.022,0.139,liborio mejia,ciencuadras
930000000.0,200.0,3,3,3,1,,no,casa,6.197,4.216,4.272,rionegro,metrocuadrado
525000000.0,68.0,2,2,5,1,,si,apartamento,3.405,2.703,2.653,el porvenir,lonja_propiedad_raiz
890000000.0,182.0,4,4,4,,,si,casa,5.244,0.754,0.778,el porvenir,ciencuadras
360000000.0,61.0,3,2,4,,,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
670000000.0,82.0,2,2,4,1,,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
520000000.0,68.0,3,3,4,1,,si,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
319000000.0,56.2,3,2,4,1,,si,apartamento,5.177,1.408,1.297,rionegro,lonja_propiedad_raiz
340000000.0,57.0,2,2,3,1,1,si,apartamento,4.846,1.31,1.186,rionegro,ciencuadras
260000000.0,49.0,2,2,4,,,si,apartamento,6.422,1.216,1.221,liborio mejia,ciencuadras
335000000.0,57.0,3,2,5,1,6,si,apartamento,5.08,1.515,1.401,rionegro,metrocuadrado
550000000.0,60.0,2,2,5,1,1,si,apartamento,6.202,2.756,2.835,san antonio,ciencuadras
510000000.0,68.0,2,2,3,1,1,si,apartamento,3.717,2.106,2.045,el porvenir,metrocuadrado
3420000000.0,250.0,4,4,4,2,,si,casa,7.064,7.869,7.89,rionegro,ciencuadras
1190000000.0,230.0,3,2,3,1,,no,casa,7.203,5.276,5.187,rionegro,lonja_propiedad_raiz
345000000.0,60.0,3,2,1,,,no,apartamento,5.02,0.865,0.739,liborio mejia,lonja_propiedad_raiz
680000000.0,77.0,3,2,4,,,si,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
250000000.0,46.0,1,2,4,1,,no,apartamento,6.32,0.771,0.838,monseñor alfonso uribe jaramillo,ciencuadras
430000000.0,47.5,2,2,4,,,si,apartamento,6.269,2.889,2.968,san antonio,ciencuadras
270000000.0,57.0,3,2,3,1,,no,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
680000000.0,148.0,3,2,4,1,,no,casa,6.197,4.216,4.272,rionegro,lonja_propiedad_raiz
550000000.0,76.0,2,2,4,1,1,si,apartamento,3.211,2.533,2.459,el porvenir,ciencuadras
540000000.0,74.0,2,2,5,1,,no,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
1500000000.0,159.0,2,2,5,2,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
400000000.0,85.34,3,2,3,,,no,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
475000000.0,75.0,3,2,5,,,no,apartamento,5.244,0.754,0.778,el porvenir,metrocuadrado
1450000000.0,162.0,4,4,5,2,,no,casa,3.683,2.223,2.167,el porvenir,metrocuadrado
850000000.0,182.0,4,3,5,1,1,si,casa,5.758,2.434,2.499,san antonio,ciencuadras
3050000000.0,328.0,3,4,5,2,1,si,casa,3.085,8.647,8.544,san antonio,metrocuadrado
1500000000.0,300.0,3,4,5,2,,no,casa,3.378,2.356,2.283,el porvenir,ciencuadras
4100000000.0,472.0,4,13,4,4,1,si,casa,5.608,6.374,6.384,rionegro,ciencuadras
460000000.0,64.0,3,2,6,1,1,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
1270000000.0,240.0,4,5,5,2,1,si,casa,3.371,2.632,2.576,el porvenir,ciencuadras
3950000000.0,1550.0,4,6,6,2,6,no,casa,3.475,6.436,6.396,rionegro,ciencuadras
600000000.0,250.0,3,3,3,,,no,casa,5.6,0.022,0.139,liborio mejia,ciencuadras
390000000.0,60.0,2,1,4,1,,si,apartamento,5.847,2.38,2.449,san antonio,metrocuadrado
1650000000.0,234.0,3,6,2,2,,si,casa,6.192,2.863,2.94,san antonio,ciencuadras
310000000.0,70.0,3,2,4,,,no,apartamento,5.758,1.221,1.305,rionegro,metrocuadrado
335000000.0,48.0,2,2,4,1,1,no,apartamento,6.812,1.25,1.368,monseñor alfonso uribe jaramillo,ciencuadras
300000000.0,56.0,2,2,4,,1,si,apartamento,5.523,0.768,0.836,rionegro,lonja_propiedad_raiz
335000000.0,54.04,3,2,4,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,metrocuadrado
320000000.0,53.0,2,2,4,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
7800000000.0,800.0,6,8,6,6,,no,casa,5.523,0.768,0.836,rionegro,ciencuadras
1190000000.0,139.0,2,3,6,,,no,apartamento,5.244,0.754,0.778,rionegro,ciencuadras
415000000.0,64.0,2,2,4,1,,si,apartamento,4.877,1.28,1.156,rionegro,ciencuadras
450000000.0,152.0,4,3,3,,,no,casa,4.752,1.298,1.287,el porvenir,metrocuadrado
1450000000.0,800.0,3,2,,2,,no,casa_campestre,5.613,6.374,6.384,rionegro,ciencuadras
285000000.0,57.0,2,1,3,,1,no,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
170500000.0,50.8,3,2,4,,,no,apartamento,5.6,0.022,0.139,el porvenir,ciencuadras
495000000.0,80.0,2,2,3,1,,si,apartamento,5.957,0.578,0.7,monseñor alfonso uribe jaramillo,metrocuadrado
3300000000.0,423.0,3,6,4,4,1,si,casa,4.918,6.935,6.921,rionegro,ciencuadras
985000000.0,145.0,4,4,3,,1,si,casa,5.244,0.754,0.778,el porvenir,ciencuadras
570000000.0,79.0,2,2,4,1,,no,apartamento,3.287,2.453,2.38,el porvenir,ciencuadras
530000000.0,80.0,3,2,5,1,,si,apartamento,6.335,0.9,1.026,monseñor alfonso uribe jaramillo,ciencuadras
390000000.0,57.2,3,2,4,1,,si,apartamento,5.743,0.63,0.58,liborio mejia,ciencuadras
1350000000.0,127.0,2,2,6,2,,no,apartamento,6.744,5.711,5.759,corregimiento gilberto echeverri mejía,metrocuadrado
1350000000.0,260.0,5,4,5,2,3,no,casa,4.833,1.339,1.34,el porvenir,metrocuadrado
1650000000.0,166.0,3,4,4,2,,si,apartamento,4.911,1.775,1.794,monseñor alfonso uribe jaramillo,ciencuadras
330000000.0,84.0,3,2,3,,,no,apartamento,5.523,0.768,0.836,rionegro,ciencuadras
360000000.0,54.0,3,1,4,,,si,apartamento,4.293,1.371,1.301,liborio mejia,ciencuadras
360000000.0,55.0,2,2,4,1,,no,apartamento,5.602,0.015,0.136,liborio mejia,ciencuadras
550000000.0,70.0,2,3,5,,,si,apartamento,5.244,0.754,0.778,el porvenir,ciencuadras
6000000000.0,600.0,3,6,5,4,1,si,casa,4.96,6.951,6.938,rionegro,lonja_propiedad_raiz
